transaction_id,transaction_date,account_holder,account_receiver,transaction_amount,transaction_currency,transaction_type,transaction_status,card_type,transaction_description
686,2022-08-03,686,686,4012.45,EUR,DEPOSIT,completed,AMEX,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
687,2022-02-27,687,687,6030.85,MNT,DEPOSIT,pending,AMEX,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
688,2022-05-25,688,688,4831.94,EUR,PURCHASE,failed,VISA,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
689,2022-02-20,689,689,1607.62,IDR,DEPOSIT,Failed,VISA,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
690,2022-12-24,690,690,9305.5,CNY,WITHDRAWAL,Completed,VISA,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at
691,2022-07-07,691,691,6400.73,CNY,DEPOSIT,Completed,VISA,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
692,2022-09-19,692,692,7886.08,ZAR,PURCHASE,failed,AMEX,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
693,2022-09-01,693,693,3589.27,IDR,DEPOSIT,Pending,AMEX,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
694,2022-03-12,694,694,8831.79,ETB,DEPOSIT,Pending,VISA,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
695,2022-09-25,695,695,,THB,WITHDRAWAL,Pending,AMEX,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
696,2022-07-07,696,696,6067.94,SEK,PURCHASE,Completed,VISA,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
697,2022-12-08,697,697,8708.25,SEK,WITHDRAWAL,pending,VISA,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
698,2022-02-06,698,698,4413.19,EUR,PURCHASE,failed,MASTERCARD,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
699,2022-06-17,699,699,,CNY,DEPOSIT,Failed,VISA,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
700,2022-08-29,700,700,3232.8,JPY,PURCHASE,Completed,MASTERCARD,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
701,2022-11-26,701,701,1858.75,IDR,DEPOSIT,Completed,VISA,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
702,2022-02-12,702,702,,VEF,WITHDRAWAL,failed,AMEX,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede
703,2022-01-29,703,703,7916.24,PLN,DEPOSIT,failed,VISA,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
704,2022-06-30,704,704,2823.7,IDR,WITHDRAWAL,failed,VISA,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id
705,2022-11-02,705,705,434.35,IDR,PURCHASE,failed,MASTERCARD,a ipsum integer a nibh in quis justo maecenas rhoncus
706,2022-10-22,706,706,9222.62,SEK,PURCHASE,Pending,MASTERCARD,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
707,2022-07-10,707,707,432.5,CNY,WITHDRAWAL,Failed,MASTERCARD,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
708,2022-07-19,708,708,9130.05,DOP,PURCHASE,failed,AMEX,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
709,2022-09-24,709,709,2075.66,THB,DEPOSIT,Completed,AMEX,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
710,2022-10-28,710,710,,IDR,WITHDRAWAL,Pending,MASTERCARD,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
711,2022-04-18,711,711,8932.23,RUB,DEPOSIT,Pending,VISA,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
712,2022-08-11,712,712,444.35,CNY,WITHDRAWAL,failed,AMEX,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
713,2022-10-26,713,713,6774.14,YER,DEPOSIT,completed,VISA,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat
714,2022-06-13,714,714,7433.16,XOF,PURCHASE,pending,MASTERCARD,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat
715,2022-12-01,715,715,4579.4,EUR,WITHDRAWAL,pending,VISA,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
716,2022-11-23,716,716,8011.14,CNY,WITHDRAWAL,pending,MASTERCARD,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
717,2022-11-25,717,717,5046.03,HRK,WITHDRAWAL,Failed,VISA,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
718,2022-06-12,718,718,6003.7,NGN,WITHDRAWAL,Completed,MASTERCARD,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
719,2022-11-09,719,719,9737.9,UAH,DEPOSIT,completed,MASTERCARD,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
720,2022-04-15,720,720,5597.9,CNY,DEPOSIT,Pending,MASTERCARD,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
721,2022-10-11,721,721,,COP,WITHDRAWAL,Completed,VISA,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
722,2022-01-06,722,722,4075.76,CNY,PURCHASE,Pending,AMEX,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
723,2022-07-21,723,723,5881.07,EGP,DEPOSIT,Completed,VISA,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
724,2022-06-06,724,724,1505.39,CNY,PURCHASE,Pending,VISA,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
725,2022-03-21,725,725,2983.63,IDR,DEPOSIT,completed,MASTERCARD,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat
726,2022-03-11,726,726,7337.07,AFN,PURCHASE,Pending,AMEX,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
727,2022-06-08,727,727,5189.33,GTQ,DEPOSIT,Pending,AMEX,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
728,2022-10-05,728,728,8758.69,EUR,DEPOSIT,failed,MASTERCARD,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
729,2022-01-16,729,729,,PHP,WITHDRAWAL,pending,VISA,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut
730,2022-11-11,730,730,558.82,PLN,WITHDRAWAL,Completed,VISA,luctus cum sociis natoque penatibus et magnis dis parturient montes
731,2022-04-27,731,731,,ZAR,PURCHASE,completed,AMEX,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
732,2022-06-18,732,732,,CNY,PURCHASE,pending,VISA,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
733,2022-10-27,733,733,5707.8,EGP,WITHDRAWAL,Completed,AMEX,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
734,2022-06-09,734,734,8228.72,JPY,DEPOSIT,completed,AMEX,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
735,2022-08-04,735,735,2243.04,PHP,DEPOSIT,Completed,VISA,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
736,2022-08-07,736,736,2332.69,EUR,WITHDRAWAL,failed,VISA,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
737,2022-12-09,737,737,,CNY,WITHDRAWAL,completed,AMEX,sem sed sagittis nam congue risus semper porta volutpat quam pede
738,2022-08-24,738,738,8794.45,UAH,WITHDRAWAL,Pending,AMEX,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
739,2022-04-16,739,739,7551.59,GTQ,PURCHASE,Pending,AMEX,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
740,2022-01-30,740,740,5902.68,EUR,DEPOSIT,Failed,AMEX,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
741,2022-07-25,741,741,2469.06,MYR,WITHDRAWAL,Failed,AMEX,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
742,2022-01-06,742,742,6155.27,CNY,WITHDRAWAL,Pending,AMEX,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
743,2022-05-01,743,743,1130.72,IDR,PURCHASE,completed,MASTERCARD,curabitur in libero ut massa volutpat convallis morbi odio odio
744,2022-02-27,744,744,6056.41,USD,DEPOSIT,Pending,MASTERCARD,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
745,2022-04-01,745,745,,RUB,PURCHASE,Pending,MASTERCARD,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
746,2022-06-30,746,746,4644.51,CNY,PURCHASE,pending,AMEX,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
747,2022-04-18,747,747,650.46,MYR,PURCHASE,Failed,VISA,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
748,2022-03-26,748,748,7272.89,USD,PURCHASE,Failed,MASTERCARD,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
749,2022-10-21,749,749,7398.61,CNY,WITHDRAWAL,pending,MASTERCARD,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
750,2022-12-09,750,750,741.84,CNY,WITHDRAWAL,Completed,AMEX,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id
751,2022-03-19,751,751,6432.3,PHP,WITHDRAWAL,failed,VISA,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
752,2022-02-27,752,752,9744.66,RUB,PURCHASE,Completed,AMEX,libero convallis eget eleifend luctus ultricies eu nibh quisque id
753,2022-09-18,753,753,8950.56,EUR,DEPOSIT,failed,MASTERCARD,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
754,2022-11-13,754,754,3389.89,THB,PURCHASE,Completed,AMEX,quis turpis sed ante vivamus tortor duis mattis egestas metus
755,2022-01-06,755,755,6963.6,EUR,WITHDRAWAL,pending,VISA,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
756,2022-07-05,756,756,4914.33,CZK,PURCHASE,pending,VISA,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
757,2022-09-21,757,757,9236.19,PAB,DEPOSIT,completed,VISA,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
758,2022-06-29,758,758,6561.48,RUB,PURCHASE,failed,MASTERCARD,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
759,2022-03-30,759,759,8385.0,RSD,WITHDRAWAL,failed,AMEX,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
760,2022-08-23,760,760,855.71,BYR,DEPOSIT,failed,MASTERCARD,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
761,2022-11-18,761,761,5469.87,CNY,PURCHASE,Pending,AMEX,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
762,2022-04-16,762,762,5648.1,THB,PURCHASE,pending,MASTERCARD,fusce lacus purus aliquet at feugiat non pretium quis lectus
763,2022-01-03,763,763,1120.57,SEK,DEPOSIT,pending,MASTERCARD,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
764,2022-06-01,764,764,2906.64,COP,WITHDRAWAL,Completed,VISA,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
765,2022-04-02,765,765,9360.88,CNY,WITHDRAWAL,completed,MASTERCARD,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
766,2022-05-26,766,766,682.91,KMF,PURCHASE,pending,MASTERCARD,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
767,2022-05-30,767,767,,CRC,WITHDRAWAL,Failed,MASTERCARD,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
768,2022-09-14,768,768,6700.5,PLN,PURCHASE,Pending,AMEX,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
769,2022-06-26,769,769,4020.48,ETB,WITHDRAWAL,Pending,AMEX,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
770,2022-06-05,770,770,4419.63,MXN,PURCHASE,completed,AMEX,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
771,2022-11-10,771,771,9000.08,EUR,PURCHASE,Pending,MASTERCARD,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
772,2022-01-02,772,772,6740.69,CNY,WITHDRAWAL,Failed,VISA,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
773,2022-03-28,773,773,2905.93,IDR,WITHDRAWAL,Failed,MASTERCARD,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
774,2022-07-01,774,774,5703.63,EUR,DEPOSIT,Pending,MASTERCARD,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
775,2022-12-02,775,775,,EUR,WITHDRAWAL,pending,AMEX,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
776,2022-11-17,776,776,98.57,EUR,DEPOSIT,Completed,VISA,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
777,2022-06-01,777,777,8663.76,IDR,PURCHASE,pending,VISA,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
778,2022-09-23,778,778,,PHP,WITHDRAWAL,failed,MASTERCARD,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
779,2022-09-05,779,779,8634.41,RUB,WITHDRAWAL,Failed,AMEX,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
780,2022-12-21,780,780,,IDR,DEPOSIT,completed,AMEX,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
781,2022-10-16,781,781,8926.86,COP,DEPOSIT,Failed,MASTERCARD,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
782,2022-12-25,782,782,7588.02,EUR,WITHDRAWAL,failed,VISA,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
783,2022-08-11,783,783,9207.91,CNY,PURCHASE,Pending,VISA,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
784,2022-08-06,784,784,5861.56,PLN,DEPOSIT,Failed,AMEX,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien
785,2022-07-09,785,785,1188.52,IDR,PURCHASE,pending,AMEX,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at
786,2022-04-15,786,786,3636.1,RUB,WITHDRAWAL,Pending,AMEX,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
787,2022-08-30,787,787,9072.98,PHP,WITHDRAWAL,Pending,VISA,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
788,2022-11-14,788,788,2768.77,EUR,DEPOSIT,failed,VISA,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
789,2022-12-21,789,789,3812.35,SEK,DEPOSIT,failed,AMEX,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
790,2022-06-17,790,790,648.18,PHP,WITHDRAWAL,completed,VISA,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
791,2022-02-14,791,791,1691.89,IDR,PURCHASE,Pending,MASTERCARD,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
792,2022-02-03,792,792,4677.07,EUR,PURCHASE,failed,MASTERCARD,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
793,2022-12-14,793,793,41.1,MXN,WITHDRAWAL,Pending,VISA,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
794,2022-06-08,794,794,3688.77,HRK,PURCHASE,Completed,MASTERCARD,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
795,2022-01-22,795,795,8797.62,PHP,DEPOSIT,Completed,MASTERCARD,lectus pellentesque at nulla suspendisse potenti cras in purus eu
796,2022-06-11,796,796,8444.55,CNY,DEPOSIT,Failed,AMEX,tortor sollicitudin mi sit amet lobortis sapien sapien non mi
797,2022-05-08,797,797,6009.1,RUB,WITHDRAWAL,pending,VISA,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
798,2022-02-16,798,798,5546.47,IDR,WITHDRAWAL,Failed,VISA,pede justo eu massa donec dapibus duis at velit eu est
799,2022-08-18,799,799,4104.23,CNY,PURCHASE,completed,MASTERCARD,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
800,2022-01-21,800,800,8235.35,UYU,DEPOSIT,failed,VISA,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
801,2022-06-08,801,801,6959.88,CNY,WITHDRAWAL,pending,VISA,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
802,2022-10-13,802,802,1996.9,CNY,PURCHASE,failed,MASTERCARD,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
803,2022-06-29,803,803,7334.87,RUB,WITHDRAWAL,Pending,MASTERCARD,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
804,2022-08-06,804,804,9864.45,IDR,DEPOSIT,completed,MASTERCARD,eget massa tempor convallis nulla neque libero convallis eget eleifend
805,2022-05-07,805,805,6559.0,AMD,PURCHASE,failed,MASTERCARD,ac consequat metus sapien ut nunc vestibulum ante ipsum primis
806,2022-03-03,806,806,7584.09,PHP,WITHDRAWAL,failed,VISA,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
807,2022-05-15,807,807,4230.48,CNY,PURCHASE,Failed,AMEX,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
808,2022-09-09,808,808,3291.52,LTL,WITHDRAWAL,completed,AMEX,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
809,2022-07-24,809,809,,EUR,DEPOSIT,completed,VISA,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
810,2022-05-02,810,810,5807.5,EUR,PURCHASE,failed,VISA,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
811,2022-10-11,811,811,9016.08,PHP,DEPOSIT,Pending,AMEX,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
812,2022-11-30,812,812,5479.8,RUB,DEPOSIT,Pending,MASTERCARD,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in
813,2022-04-16,813,813,,BRL,DEPOSIT,Failed,AMEX,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
814,2022-07-06,814,814,7021.17,NOK,PURCHASE,Pending,MASTERCARD,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
815,2022-08-20,815,815,,IDR,WITHDRAWAL,Pending,VISA,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
816,2022-03-17,816,816,823.24,PEN,PURCHASE,Pending,MASTERCARD,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
817,2022-07-08,817,817,2351.35,IDR,DEPOSIT,Pending,VISA,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
818,2022-12-21,818,818,2763.02,CNY,WITHDRAWAL,Pending,MASTERCARD,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
819,2022-12-09,819,819,2335.82,IDR,WITHDRAWAL,completed,AMEX,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
820,2022-12-23,820,820,8593.51,RUB,WITHDRAWAL,Failed,MASTERCARD,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
821,2022-03-04,821,821,,PHP,DEPOSIT,Completed,VISA,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
822,2022-01-17,822,822,6550.05,IDR,WITHDRAWAL,pending,VISA,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
823,2022-03-01,823,823,3361.93,AMD,DEPOSIT,Completed,VISA,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
824,2022-05-15,824,824,3741.39,MYR,PURCHASE,completed,AMEX,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
825,2022-02-16,825,825,31.5,AZN,DEPOSIT,completed,AMEX,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl
826,2022-03-10,826,826,,CZK,WITHDRAWAL,pending,VISA,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
827,2022-05-18,827,827,8958.82,PLN,PURCHASE,completed,VISA,ut mauris eget massa tempor convallis nulla neque libero convallis
828,2022-10-16,828,828,,CNY,WITHDRAWAL,Failed,MASTERCARD,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
829,2022-03-07,829,829,6788.39,MAD,PURCHASE,Completed,AMEX,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
830,2022-05-02,830,830,,CNY,WITHDRAWAL,Pending,MASTERCARD,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
831,2022-07-18,831,831,4642.34,IDR,DEPOSIT,failed,AMEX,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
832,2022-11-26,832,832,,MXN,WITHDRAWAL,pending,VISA,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
833,2022-01-11,833,833,2180.68,CNY,PURCHASE,pending,VISA,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
834,2022-08-23,834,834,7950.11,EGP,WITHDRAWAL,Failed,VISA,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
835,2022-04-22,835,835,5723.91,CNY,PURCHASE,failed,AMEX,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
836,2022-07-14,836,836,,UAH,PURCHASE,completed,AMEX,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
837,2022-09-03,837,837,5107.4,IDR,DEPOSIT,completed,MASTERCARD,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
838,2022-08-14,838,838,1045.22,PLN,PURCHASE,failed,MASTERCARD,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id
839,2022-05-23,839,839,6396.67,RUB,WITHDRAWAL,failed,MASTERCARD,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
840,2022-02-18,840,840,6553.54,UAH,PURCHASE,Failed,AMEX,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
841,2022-06-23,841,841,3936.63,NZD,DEPOSIT,Failed,MASTERCARD,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi
842,2022-08-15,842,842,6425.49,AZN,PURCHASE,completed,AMEX,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
843,2022-08-10,843,843,3721.65,RUB,WITHDRAWAL,failed,MASTERCARD,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
844,2022-08-10,844,844,3535.62,USD,PURCHASE,failed,MASTERCARD,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
845,2022-02-19,845,845,7017.0,IRR,DEPOSIT,failed,AMEX,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget
846,2022-11-03,846,846,7765.47,EUR,PURCHASE,pending,AMEX,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
847,2022-09-17,847,847,,USD,DEPOSIT,Completed,AMEX,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
848,2022-09-24,848,848,841.39,CNY,WITHDRAWAL,failed,VISA,eget congue eget semper rutrum nulla nunc purus phasellus in
849,2022-02-28,849,849,9351.41,CNY,DEPOSIT,failed,MASTERCARD,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
850,2022-03-24,850,850,7775.54,CNY,WITHDRAWAL,Completed,MASTERCARD,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
851,2022-03-21,851,851,9292.03,ILS,WITHDRAWAL,Completed,VISA,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
852,2022-01-31,852,852,8712.11,MDL,PURCHASE,Pending,VISA,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
853,2022-09-07,853,853,7808.4,IDR,DEPOSIT,pending,MASTERCARD,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
854,2022-06-08,854,854,,PAB,WITHDRAWAL,failed,VISA,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio
855,2022-12-30,855,855,3350.54,IDR,WITHDRAWAL,completed,MASTERCARD,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
856,2022-01-16,856,856,8217.41,PHP,WITHDRAWAL,completed,VISA,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
